"id_cliente","Num. Tienda","Nombre","Calle","Num.","Colonia","Ciudad","Estado","CP","Teléfono","Teléfono","Teléfono","Fax","Formato"
1,136,"Tutelar                                                                         ","Blvd. Del Minero entre Oaxaca y Guadalajara                                     ",602,"Venustiano Carranza                                                             ","Pachuca                                           ","Hidalgo                       ",42030,"(01771) 107.1491    ","(01771) 107.1492    ","(01771) 107.1493    ","Ext. 5136111        ","Mercado Soriana"
1,137,"Tula                                                                            ","Blvd. Tula-Iturbe esq. Calle Tulipanes                                          ",118,"Salitre                                                                         ","Tula de Allende                                   ","Hidalgo                       ",42800,"(01773) 100.2016    ","(01773) 100.2019    ","(01773) 100.2020    ","(01773) 100.2011    ","Mercado Soriana"
1,138,"Tepatitlán                                                                      ","Blvd. Lic. Anacleto González Nte. esq. Calle Zaragoza                           ",27,"San Miguel                                                                      ","Tepatitlán                                        ","Jalisco                       ",47660,"(01378) 782.5971    ","(01378) 782.5972    ","(01378) 782.5828    ","Ext. 5138126/127    ","Mercado Soriana"
1,139,"La Paz                                                                          ","Av. de la Paz                                                                   ",220,"Barrio de Santiago                                                              ","San Luis Potosí                                   ","San Luis Potosí               ",78000,"(01444) 812.7703    ","(01444) 812.4502    ","(01444) 812.8855    ","                    ","Mercado Soriana"
1,140,"Nogales                                                                         ","Blvd. Luis Donaldo Colosio M. Entre Blvd. EL Greco y Calle Hidra                ",2700,"Unidad Deportiva                                                                ","Nogales                                           ","Sonora                        ",84065,"(01631) 314.9864    ","(01631) 314.9866    ","(01631) 314.9867    ","                    ","Soriana"
1,141,"Cd. Valles                                                                      ","Carr. México Laredo esq. Blvd. Antonio Esquer                                   ",2200,"Fraccionamiento Lomas Yuejaten                                                  ","Cd. Valles                                        ","San Luis Potosí               ",79095,"(01481) 375.6403    ","(01481) 375.6404    ","(01481) 375.6405    ","                    ","Mercado Soriana"
1,142,"Parral                                                                          ","Blvd. Niños Héroes Km 1015                                                      ","S/N","Carretera a Santa Bárbara                                                       ","Parral                                            ","Chihuahua                     ",33840,"(01627) 525.5107    ","(01627) 525.5108    ","(01627) 525.5109    ","                    ","Mercado Soriana"
1,143,"Ocotlán                                                                         ","Av. Fco. Zarco entre Cd. Victoria y Sor Juana Inés de la Cruz                   ","S/N","San Vicente                                                                     ","Ocotlán                                           ","Jalisco                       ",47850,"(01392) 923.2915    ","(01392) 923.2919    ","(01392) 923.2955    ","Ext. 5143-126-127   ","Mercado Soriana"
1,144,"Pitillal                                                                        ","Av. Fco. Villa entre José González y Río el Pitillal                            ",1642,"Centro Pitillal                                                                 ","Puerto Vallarta                                   ","Jalisco                       ",48318,"(01322) 293.0400    ","(01322) 293.0432","   ","Ext. 5144126        ","Soriana"
1,145,"Orizaba                                                                         ","Ave. Oriente 31 entre Norte 4 y Norte 6                                         ",263,"Centro                                                                          ","Orizaba                                           ","Veracruz                      ",94300,"(01272) 721.5600    ","(01272) 721.5601    ","(01272) 721.5602    ","Ext. 5145126        ","Mercado Soriana"
1,146,"San José del Cabo                                                               ","Carretera Transpeninsular km.34.5 esq. con Ave. Las Palmas                      ","S/N","Guaymitas                                                                       ","San José del Cabo                                 ","Baja California Sur           ",23407,"(01624)142.6214     ","(01624)142.6228     ","(01624)142.6103     ","Ext. 5146-126-127   ","Soriana"
1,147,"Sendero Periférico                                                              ","Libramiento Sur Reynosa, entre Av. De los Ebanos y C.Hidalgo                    ","S/N","Fracc. Lomas del Real Jarachina                                                 ","Reynosa                                           ","Tamaulipas                    ",88720,"(01899) 946.8510    ","(01899) 946.8511    ","(01899) 946.8512    ","Ext. 5147-126-127   ","Soriana"
1,148,"Zamora                                                                          ","Av. Francisco I. Madero esquina con Río Bravo                                   ",2001,"Río Nuevo                                                                       ","Zamora                                            ","Michoacan                     ",59680,"(01351) 515.3269    ","(01351) 515.4538    ","(01351)  515.7129   ","Ext. 5148126/127    ","Mercado Soriana"
1,149,"San Andrés Tuxlta                                                               ","Carretera Costera del Golfo                                                     ",934,"3 de Mayo                                                                       ","San Andrés Tuxtla                                 ","Veracruz                      ",95780,"(01294) 942.8088    ","(01294) 942.8089    ","(01294) 942.8090    ","Ext. 5149126/127    ","Mercado Soriana"
1,150,"Chapala                                                                         ","Av. Francisco I. Madero                                                         ",699,"Las Redes                                                                       ","Chapala                                           ","Jalisco                       ",45900,"(01376) 765.2921    ","(01376) 765.2147    ","(01376) 765.5389    ","Ext. 5150-126-127   ","Mercado Soriana"
1,151,"Matehuala                                                                       ","Gral. Mariano Matamoros esq. Carretera 57                                       ","S/N","Centro                                                                          ","Matehuala                                         ","San Luis Potosí               ",78700,"(01488) 882.9110    ","(01488) 882.9111    ","(01488) 882.9112    ","(01488) 882.9109    ","Mercado Soriana"
1,152,"Linares                                                                         ","Hidalgo pte.                                                                    ",960,"Centro                                                                          ","Linares                                           ","Nuevo León                    ",67700,"(01821) 214.4822    ","(0181) 8329.9000    ","                    ","N/A                 ","Mercado Soriana"
1,153,"La Barca                                                                        ","Adolfo Ruiz Cortines                                                            ",750,"La Joyita                                                                       ","La Barca                                          ","Jalisco                       ",47910,"(01393) 935.1554    ","(01393) 935.4661    ","(01393) 935.4665    ","                    ","Mercado Soriana"
1,154,"Libramiento                                                                     ","Blvd.Independencia                                                              ",1510,"Zaragoza                                                                        ","Cd. Juárez                                        ","Chihuahua                     ",32599,"(01656) 171.3880    ","(01656) 171.3881    ","(01656) 171.3882    ","                    ","Soriana"
1,155,"Dolores Hidalgo                                                                 ","Calzada Mariano Balleza                                                         ",40,"Mariano Balleza                                                                 ","Dolores Hidalgo                                   ","Guanajuato                    ",37800,"(01418) 182.7161    ","(01418) 182.7162    ","(01418) 182.7163    ","                    ","Mercado Soriana"
1,156,"Nueva Rosita                                                                    ","Profesor Héctor Hernández                                                       ","1002-A","11 de Julio                                                                     ","Nueva Rosita                                      ","Coahuila                      ",26870,"(01861) 614.6993    ","(01861) 614.6078    ","                    ","(01861) 614.7160    ","Mercado Soriana"
1,157,"Sahuayo                                                                         ","Blvd. Lázaro Cárdenas Cruz con San Rafael                                       ",745,"San Rafael                                                                      ","Sahuayo                                           ","Michoacan                     ",69000,"(01353) 531.8762    ","(01353) 531.8763    ","(01353) 531.8765    ","Ext. 5157119        ","Mercado Soriana"
1,158,"Cuauhtémoc                                                                      ","Blvd. Fernando Baeza y Río Concho                                               ",2835,"Barrio Lerdo                                                                    ","Cuauhtémoc                                        ","Chihuahua                     ",31520,"(01625) 571.5018    ","(01625) 571.5019    ","(01625) 571.5020    ","                    ","Mercado Soriana"
1,159,"Altamira                                                                        ","Blvd. Al Puerto Industrial esq.Vía de Ferrocarril Mty-Tampico                   ",105,"Centro                                                                          ","Altamira                                          ","Tamaulipas                    ",89600,"(01833) 162.0092    ","(01833) 162.0093    ","                    ","                    ","Mercado Soriana"
1,160,"Cd. Guzmán                                                                      ","Calzada Francisco I. Madero y Carranza                                          ",570,"Centro                                                                          ","Cd. Guzmán                                        ","Jalisco                       ",49000,"(01341) 410.5991    ","(01341) 410.5992    ","(01341) 410.5993    ",5160111,"Mercado Soriana"
1,161,"Valle Soleado                                                                   ","Carretera a Dulces Nombres                                                      ",400,"Valle Soleado                                                                   ","Guadalupe                                         ","Nuevo León                    ",64117,"(0181) 8329.9000    ","Ext. 5161119        ","Ext. 5161126        ","Ext. 5161111        ","Soriana"
1,162,"Chihuahua 2000                                                                  ","Av. Los Arcos de la Estrella entre Portal de Ebano Av. Los Arcos Nte.           ",17101,"Fraccionamiento Los Arcos                                                       ","Chihuahua                                         ","Chihuahua                     ",31137,"(01614) 493.5127    ","(01614) 493.5128    ","(01614) 493.5129    ","                    ","Soriana"
1,163,"Coacalco                                                                        ","Ave. Vial Lopez Portillo esq. 16 de Septiembre                                  ",34,"San Francisco, Coacalco                                                         ","Coacalco                                          ","Edo. de México                ",55700,"(0155) 2159.7603    ","(0155) 2159.7604    ","                    ","                    ","Mercado Soriana"
1,164,"Cd. Azteca                                                                      ","Ave. Central entre calle Aguila y calle Paricutin                               ",65,"Josefa Ortiz de Dominguez                                                       ","Ecatepec                                          ","Edo. de México                ",55100,"(0155) 2459.0886    ","(0155) 2459.0891    ","(0155) 2459.0894    ","                    ","Mercado Soriana"
1,165,"La Joya                                                                         ","Ave. Vial López Portillo entre calle Progreso                                   ",431,"Guadalupe Victoria                                                              ","Ecatepec                                          ","Edo. de México                ",55210,"(0155) 2593.9682    ","(0155) 2593.9698    ","(0155) 2593.9672    ","                    ","Mercado Soriana"
1,166,"Placetas                                                                        ","Blvd. Rodolfo Chávez casi esq. con Av. Javier Mina                              ","S/N","Centro                                                                          ","Colima                                            ","Colima                        ",28000,"(01312) 330.7292    ","(01312) 330.7388    ","(01312) 330.7456    ","                    ","Mercado Soriana"
1,167,"Maestros                                                                        ","Ave. de los Maestros                                                            ",60,"San Andrés Atenco                                                               ","Tlalnepantla                                      ","Edo. de México                ",54040,"(0155) 1106.3254    ","(0155) 1106.3255    ","(0155) 1106.3256    ","                    ","Mercado Soriana"
1,168,"Sendero San Luis Potosí                                                         ","Av. Benito Juárez entre Carretera 57                                            ",2005,"Estrella de Oriente                                                             ","San Luis Potosí                                   ","San Luis Potosí               ",78394,"(01444) 830.1194    ","(01444) 830.1553    ","(01444) 830.1927    ","                    ","Soriana"
1,169,"Ixtapaluca                                                                      ","Carr. Fed. Mexico-cuautla ent. aut. Mexico-Puebla y Río San Fco.                ","s/n","Ixtapaluca                                                                      ","Ixtapaluca                                        ","Edo. de México                ",56530,"(0155) 2596.7033    ","(0155) 2596.7034    ","(0155) 2596.7035    ",5169111,"Soriana"
1,170,"Centro Maya                                                                     ","Carretera Federal Chetumal Cancún                                               ",2100,"Ejido, Lote 1                                                                   ","Playa del Carmen                                  ","Quintana Roo                  ",77712,"(01984) 803.9057    ","(01984) 803.9058    ","(01984) 803.9084    ","                    ","Soriana"
1,171,"Cuautlitlán                                                                     ","Calzada Guadalupe                                                               ",301,"Cerrito                                                                         ","Cuautitlán                                        ","Edo. de México                ",54800,"(0155) 5872.8614    ","(0155) 5872.8029    ","(0155) 5872.7890    ","                    ","Mercado Soriana"
1,172,"Lázaro Cárdenas                                                                 ","Av. Tulipanes                                                                   ",548,"Unidad 7.4                                                                      ","Lázaro Cárdenas                                   ","Michoacan                     ",60950,"(01753) 537.9496    ","(01753) 537.9497    ","(01753) 537.9498    ","                    ","Mercado Soriana"
1,173,"Cunduacán                                                                       ","Carretera Juárez Chiapas a 2 Bocas Paraíso                                      ","S/N","Tlajomulco                                                                      ","Cunduacán                                         ","Tabasco                       ",86690,"(01914) 336.2195    ","(01914) 336.2160    ","(01914) 336.2159    ","                    ","Mercado Soriana"
1,174,"Nichupté                                                                        ","Super manzana 512 y manzana 16                                                  ","lote 1","                                                                                ","Cancún                                            ","Quintana Roo                  ",77500,"(01998) 847.8410    ","(01998) 847.8411    ","(01998) 847.8412    ","                    ","Soriana"
1,175,"Río Mayo                                                                        ","Ave. Río Mayo                                                                   ",6001,"Lomas de Jeréz                                                                  ","León                                              ","Guanajuato                    ",37538,"(01477) 148.6706    ","(01477) 148.6707    ","(01477) 148.6708    ","                    ","Soriana"
1,176,"Santo Tomás                                                                     ","Blvd. Matamoros Torreón                                                         ",2555,"Valle Hermoso                                                                   ","Matamoros                                         ","Coahuila                      ",27440,"(01871) 182.3477    ","(01871) 182.3478    ","(01871) 182.3479    ",5176111,"Mercado Soriana"
1,177,"Santa Fe                                                                        ","Av. Las Américas esq. Blvd. Tegucigalpa                                         ","S/N","Hacienda Santa Fé                                                               ","Tlajomulco de Zúñiga                              ","Jalisco                       ",45655,"(0133) 1189.6701    ","(0133) 1189.6704    ","                    ","                    ","Mercado Soriana"
1,178,"Irapuato                                                                        ","Blvd. Gustavo Díaz Ordaz                                                        ",1016,"Centro                                                                          ","Irapuato                                          ","Guanajuato                    ",36500,"(01462) 693.0804    ","(01462) 693.0810    ","                    ","                    ","Mercado Soriana"
1,179,"Lagos de Moreno                                                                 ","Blvd. Orozco y Jiménez                                                          ","S/N","Colinas de San Javier                                                           ","Lagos de Moreno                                   ","Jalisco                       ",47463,"(01474) 403.2866    ","(01474) 403.2868    ","(01474) 403.2869    ","                    ","Mercado Soriana"
1,180,"San Vicente                                                                     ","Carretera Mexico-Texcoco Km. 29                                                 ","S/N","Cabecera Municipal                                                              ","San Vicente Chicoloapan                           ","Edo. de México                ",56370,"(0155) 59 21 7918   ","                    ","                    ","                    ","Mercado Soriana"
1,181,"Ampliación                                                                      ","Av. Monterrey                                                                   ",7000,"Ampliación Unidad Nacional                                                      ","Cd. Madero                                        ","Tamaulipas                    ",89510,"(01833) 126.5916    ","(01833) 126.5917    ","(01833) 126.5918    ","(01833) 126.5919    ","Soriana"
1,182,"Ramos Arizpe                                                                    ","Carretera Monterrey-Saltillo Km 11.5                                            ","s/n","Centro                                                                          ","Ramos Arizpe                                      ","Coahuila                      ",27900,"(01844) 490.3068    ","(01844) 490.3069    ","(01844) 490.3070    ","                    ","Mercado Soriana"
1,183,"San Pedro de las Colonias                                                       ","Torreón-San Pedro                                                               ",58,"Tierras del Ejido el Ancóra                                                     ","San Pedro de las Colonias                         ","Coahuila                      ",27800,"(01872) 772.7649    ","(01872) 772.7650    ","(01872) 772.7652    ","                    ","Mercado Soriana"
1,184,"Cortazar                                                                        ","Av. Casuarinas                                                                  ","101 pt","Alameda                                                                         ","Cortazar                                          ","Guanajuato                    ",38359,"(01411) 119.0013    ","(01411) 119.0014    ","                    ","                    ","Mercado Soriana"
1,185,"Frontera                                                                        ","Blvd. San Buena Aventura entre calle Progreso                                   ",105,"10 de Mayo                                                                      ","Frontera                                          ","Coahuila                      ",25660,"(01866) 634.6445    ","(01866) 634.6806    ","(01866) 635.0081    ","                    ","Soriana"
1,186,"Paraíso                                                                         ","Carretera Federal Paraíso Km 117 +360                                           ","s/n","Villa Puerto Ceiba Paraíso                                                      ","Tabasco                                           ","Tabasco                       ",86600,"(01933) 333.4954    ","(01933) 333.4955    ","(01933) 333.4956    ","                    ","Mercado Soriana"
1,187,"La Cuesta                                                                       ","Av. Tecnológico                                                                 ",5311,"La Cuesta                                                                       ","Cd. Juárez                                        ","Chihuahua                     ",32650,"(01656) 637.9874    ","(01656) 637.9875    ","(01656) 637.9876    ","(01656) 637.9877    ","Soriana"
1,188,"Cofradías                                                                       ","Ave. Huehuetoca                                                                 ","s/n","Claustos de San Miguel                                                          ","Cuautitlán Izcalli                                ","Edo. de México                ",54715,"(0155) 5889.9880    ","(0155) 5889.9881    ","(0155) 5889.9882    ","                    ","Soriana"
1,189,"Insurgentes                                                                     ","Boulevard Instituto Tecnólogico Km24                                            ","S/N","Insurgentes Norte                                                               ","Minatitlán                                        ","Veracruz                      ",96710,"(01922) 241.7545    ","(01922) 241.7546    ","(01922) 241.7547    ","                    ","Mercado Soriana"
1,190,"Centenario                                                                      ","Boulevard Miguel Alemán                                                         ",117,"Ricardo Flores Magon                                                            ","Gomez Palacio                                     ","Durango                       ",35000,"(01871) 750.2024    ","(01871) 750.2466    ","                    ","                    ","Soriana"
1,191,"Talleres                                                                        ","Av. Puerto Juárez                                                               ","s/n","Super Manzana 209 Mza 1 lote 2903                                               ","Cancún                                            ","Quintana Roo                  ",77500,"(01998) 146.4058    ","(01998) 146.4059    ","(01998) 146.4060/64 ","                    ","Mercado Soriana"
1,192,"La Asunción                                                                     ","Siglo XXI                                                                       ",2302,"Villa de Nuestra Señora de la Asunción                                          ","Aguascalientes                                    ","Aguascalientes                ",20126,"(01449) 158.8765    ","(01449) 158.8766    ","                    ","                    ","Mercado Soriana"
1,193,"Tangamanga                                                                      ","Av. Santos Degollado esq.con Av. Jesús Goytortua                                ","229-A","FraccionamientoTangamanga                                                       ","San Luis Potosí                                   ","San Luis Potosí               ",78129,"(01444) 162.3116    ","                    ","                    ","                    ","Soriana"
1,194,"Rosales                                                                         ","Blvd. Centenario                                                                ",705,"Centro                                                                          ","Los Mochis                                        ","Sinaloa                       ",81200,"(01668)  817.4901   ","(01668) 817.4902    ","(01668) 817.4903    ","                    ","Soriana"
1,195,"14 Sur                                                                          ","Prolongación 14 Sur                                                             ",1130,"ExHacienda de Chapulco                                                          ","Puebla                                            ","Puebla                        ",72590,"(01 222) 311.2237   ","(01 222) 311.2260   ","(01 222)311.2275 /79","                    ","Mercado Soriana"
1,196,"La Sierra                                                                       ","Calzada Silvestre Terrazas                                                      ",9001,"Ramón Reyes                                                                     ","Chihuahua                                         ","Chihuahua                     ",31410,"(01614) 418.9698    ","                    ","                    ","                    ","Mercado Soriana"
1,197,"Sendero Toluca                                                                  ","Paseo Tolloacan                                                                 ",55,"Parque Industrial Lerma                                                         ","Lerma                                             ","Edo. de México                ",5000,"(01722) 327.8141    ","(01722) 327.8142    ","(01722) 327.8133    ","(01722) 327.8140    ","Soriana"
1,198,"Aviación                                                                        ","Av.  Aviación                                                                   ","s/n","La Mojonera                                                                     ","Zapopan                                           ","Jalisco                       ",45150,"(0133) 3836.4930    ","(0133) 3836.4939    ","                    ","                    ","Soriana"
1,199,"Calafia                                                                         ","Blvd. Adolfo López Mateos                                                       ",1100,"Zona Industrial                                                                 ","Mexicali                                          ","Baja California               ",21000,"(01686) 557.2428    ","(01686) 557.1071    ","(01686) 557.4103    ","                    ","Soriana"
1,200,"Colín                                                                           ","Prolongación Toltecas                                                           ",4,"Los Reyes de Ixtacala                                                           ","Tlalnepantla                                      ","Edo. de México                ",54000,"(0155)1665.9000     ","(0155) 1665.9002    ","(0155) 1665.9003    ","                    ","Mercado Soriana"
1,201,"Las Villas                                                                      ","Blvd. Nuevo Hidalgo Km 7+ 100                                                   ","S/N","Rancho La Colonia                                                               ","Pachuca                                           ","Hidalgo                       ",42080,"(01771) 710.7583    ","(01771) 710.7316    ","(01771) 710.7694    ","                    ","Mercado Soriana"
1,202,"Otay                                                                            ","Rampa Aeropuerto                                                                ",16000,"Produsa                                                                         ","Tijuana                                           ","Baja California               ",22390,"(01664) 623.8217    ","(01664) 623.8283    ","                    ","                    ","Soriana"
1,203,"San Roque                                                                       ","Av. Eloy Cavazos                                                                ",101,"                                                                                ","Villa Benito Juárez                               ","Nuevo León                    ",67289,"(0181) 8329.9000    ","Ext.5203111         ","                    ","                    ","Soriana"
1,204,"Tres Ríos                                                                       ","Blvd. Universitarios                                                            ","433 Pt","Desarrollos Tres Ríos                                                           ","Culiacán                                          ","Sinaloa                       ",80027,"(01667) 753.2880    ","(01667) 753.6886    ","(01667) 753.7498    ","                    ","Soriana"
1,205,"Huehuetoca                                                                      ","Blvd. Huehuetoca Jorobas                                                        ","S/N","Saltillo                                                                        ","Huehuetoca                                        ","Edo. de México                ",54680,"(01593) 918.0096    ","(01593) 918.0771    ","(01593) 918.0248    ","                    ","Mercado Soriana"
1,206,"Hermosillo                                                                      ","Periférico Oriente                                                              ",1274,"Perisur                                                                         ","Hermosillo                                        ","Sonora                        ",83290,"(01662) 250.3739    ","(01662) 250.4364    ","(01662) 250.4480    ","                    ","Soriana"
1,207,"Tecomán                                                                         ","Av. Playa de la Manzanilla                                                      ",81,"Bugambilias                                                                     ","Tecomán                                           ","Colima                        ",28190,"(01313) 324.7592    ","(01313) 324.6981    ","(01313) 324.8807    ","                    ","Mercado Soriana"
1,208,"Plaza Morelia                                                                   ","Av. Camelinas                                                                   ",5030,"Jardines del Rincón                                                             ","Morelia                                           ","Michoacan                     ",58270,"(01443) 333.9821    ","(01443) 333.9823    ","(01443) 333.9825    ","                    ","Soriana"
1,209,"Acámbaro                                                                        ","Ave. 1ero. Mayo                                                                 ",1652,"San Isidro                                                                      ","Acámbaro                                          ","Guanajuato                    ",38670,"(01417) 609.8338    ","(01417) 609.8339    ","(01417) 609.8340    ","                    ","Mercado Soriana"
1,210,"Alamedas                                                                        ","Ave. Alamedas                                                                   ",69,"Zona Industrial. Izcalli del Valle                                              ","Tultitlán                                         ","Edo. de México                ",54940,"(0155) 1665.5754    ","(0155) 1665.5755    ","(0155) 1665.5759    ","                    ","Mercado Soriana"
1,211,"Sendero Querétaro                                                               ","Av. Revolución                                                                  ",99,"El Sol                                                                          ","Querétaro                                         ","Queretaro                     ",76113,"(01442) 220.4268    ","(01442) 220.4216    ","(01442) 220.4274    ","                    ","Soriana"
1,212,"Landin                                                                          ","Porfirio Luis Echeverría                                                        ","s/n","Landin                                                                          ","Saltillo                                          ","Coahuila                      ",25070,"(01844) 111.3140    ","(01844) 111.3143    ","                    ","                    ","Mercado Soriana"
1,213,"Playa de Oro                                                                    ","Francisco Medina Asencio                                                        ",2735,"Zona Hotelera                                                                   ","Puerto Vallarta                                   ","Jalisco                       ",48310,"(01322) 221.1585    ","(01322) 221.3300    ","(01322) 221.3320    ","                    ","Supermercado Soriana"
1,214,"Tizayuca                                                                        ","Juárez Sur                                                                      ",39,"Barrio Atempa                                                                   ","Tizayuca                                          ","Hidalgo                       ",43800,"(01779) 100.8152    ","(01779) 100.8153    ","(01779) 100.8154    ","                    ","Mercado Soriana"
1,215,"Texcoco                                                                         ","Ave. Blvd.Dr. Jiménez Cantu y Barranquilla                                      ",,"El Ahuehuete                                                                    ","Texcoco                                           ","Edo. de México                ",56158,"(01595) 955.7764    ","(01595) 955.7744    ","(01595) 955.7736    ","                    ","Mercado Soriana"
1,216,"Tultitlán                                                                       ","Blvd. Tultitlán                                                                 ",200,"Barrio de los Reyes                                                             ","Tultitlán                                         ","Edo. de México                ",54900,"(0155) 2239.3965    ","(0155) 2239.3967    ","(0155) 2239.3968    ","                    ","Mercado Soriana"
1,217,"Abastos                                                                         ","Ave. Patria , Esq. Blvd. Luis F. Molina                                         ",3140,"Lazaro Cárdenas                                                                 ","Culiacan                                          ","Sinaloa                       ",80290,"(01667)  727.1826   ","(01667) 727.1845    ","(01667) 727.1646    ","                    ","Soriana"
1,218,"Río Sonora                                                                      ","Blvd. Paseo Río Sonora Nte.                                                     ",128,"Proyecto Río Sonora                                                             ","Hermosillo                                        ","Sonora                        ",83270,"(01662) 213.6195    ","(01662) 213.6681    ","(01662) 213.6836    ","                    ","Soriana"
1,219,"Tapachula                                                                       ","Blvd. Díaz Ordaz                                                                ",182,"Coapante                                                                        ","Tapachula                                         ","Chiapas                       ",30740,"(01962) 118.4062    ","(01962) 118.4063    ","(01962) 118.4064    ","                    ","Mercado Soriana"
1,220,"Rancho Viejo                                                                    ","Av. Niños Héroes                                                                ","s/n","Región 233 Mza 8 Lote 1                                                         ","Benito Juárez                                     ","Quintana Roo                  ",77510,"(01998) 893.2431    ","(01998) 893.2438    ","(01998) 893.2441    ","                    ","Mercado Soriana"
1,221,"Quinta Real                                                                     ","Av. Constituyentes Esq. Blvd. Casa Blanca                                       ",,"Fracc. Casa Blanca                                                              ","Matamoros                                         ","Tamaulipas                    ",,"(01868) 845.6258    ","(01868) 845.6259    ","(01868) 845.6260    ","                    ","Soriana"
1,222,"Atizapán                                                                        ","Carretera Progreso Industrial                                                   ","s/n","Exhacienda Pedregal Atizapán                                                    ","Atizapán de Zaragoza                              ","Edo. de México                ",52900,"(0155) 5822.4680    ","(0155) 5822.4682    ","(0155) 5822.4736    ","                    ","Mercado Soriana"
1,223,"Sendero Saltillo                                                                ","Carretera Los González                                                          ",365,"Fraccionamiento ExHacienda Los Cerritos                                         ","Saltillo                                          ","Coahuila                      ",25203,"(01844) 431.8161    ","(01844) 431.8162    ","(01844) 431.8163    ","                    ","Soriana"
1,224,"Providencia                                                                     ","Blvd. Vicente Suárez                                                            ",1011,"Cristo                                                                          ","Puebla                                            ","Puebla                        ",72340,"(01 222) 213.8880   ","                    ","                    ","                    ","Mercado Soriana"
1,225,"Los Olivos                                                                      ","Ave. Baja California                                                            ",148,"Fracc. San Agustín Atlapulco                                                    ","Chimalhuacan                                      ","Edo. de México                ",56330,"(0155) 2642.9674    ","(0155) 2642.9808    ","(0155) 2642.9899    ","                    ","Mercado Soriana"
1,226,"Camino Real                                                                     ","Camino a Sauceda de la Borda esq. Calle de Derecho                              ","S/N","Spaguaz                                                                         ","Cd. Guadalupe                                     ","Zacatecas                     ",98615,"(01492) 923.4382    ","(01492) 923.5682    ","(01492) 923.6238    ","                    ","Mercado Soriana"
1,227,"Ermita                                                                          ","Ermita Iztapalapa Esq. Ave. Cuauhtémoc                                          ","S/N","Santa Martha Acatitla                                                           ","Distrito Federal                                  ","Distrito Federal              ",9510,"(0155) 5732.9006    ","(0155) 5732.9076    ","(0155) 5732.9020    ","                    ","Mercado Soriana"
1,228,"Sendero Lincoln                                                                 ","Av. Lincoln                                                                     ",4001,"Puerta de Hierro                                                                ","Monterrey                                         ","Nuevo León                    ",64461,"(0181) 8329.9000    ","Ext. 5228126        ","                    ","                    ","Soriana"
1,229,"El Real                                                                         ","Av. Torreón Esq. Periferico Paseo de la República                               ",1001,"El Realito                                                                      ","Morelia                                           ","Michoacan                     ",,"(01443) 299.1760    ","(01443) 299.1764    ","(01443) 359.7395    ","Ext. 5229111        ","Mercado Soriana"
1,230,"Pátzcuaro                                                                       ","Libramiento Ignacio Zaragoza esq. Prolongación Libertad                         ",233,"Centro                                                                          ","Pátzcuaro                                         ","Michoacan                     ",61601,"(01434) 342.2946    ","(01434) 342.3139    ","(01434) 342.4092    ","Ext. 5230111        ","Mercado Soriana"
1,231,"Las Américas                                                                    ","Blvd. Las Américas                                                              ",114,"Colinas del Sur                                                                 ","Querétaro                                         ","Queretaro                     ",76900,"(01442) 222.2396    ","                    ","                    ","                    ","Mercado Soriana"
1,232,"Borlaug                                                                         ","Av. Dr. Norman E. Bourlong Entre CTM y 400                                      ",7301,"Fracc. Hacienda del Sol                                                         ","Cd. Obregón                                       ","Sonora                        ",85050,"(01644) 120.2745    ","(01644) 120.2753    ","                    ",5232111,"Mercado Soriana"
1,233,"La Capilla                                                                      ","Prolo.Zaragoza Entre Autopista Queretaro Celaya                                 ",280,"Ensueño                                                                         ","Queretaro                                         ","Queretaro                     ",76178,"(01442) 215.6334    ","                    ","                    ",5233111,"Soriana"
