id_cliente,"Num. Tienda",Nombre,Calle,Num.,Colonia,Ciudad,Estado,CP,Teléfono,Teléfono,Teléfono,Fax,Formato
1,167,Maestros,"Ave. de los Maestros",60,"San Andrés Atenco",Tlalnepantla,"Edo. de México",54040,015511063254,015511063255,015511063256,,MercadoSoriana
1,168,"Sendero San Luis Potosí","Av. Benito Juárez entre Carretera 57",2005,"Estrella de Oriente","San Luis Potosí","San Luis Potosí",78394,014448301194,014448301553,014448301927,,Soriana
1,169,Ixtapaluca,"Carr. Fed. Mexico-cuautla ent. aut. Mexico-Puebla y Río San Fco.",s/n,Ixtapaluca,Ixtapaluca,"Edo. de México",56530,015525967033,015525967034,015525967035,5169111,Soriana
1,170,"Centro Maya","Carretera Federal Chetumal Cancún",2100,"Ejido, Lote 1","Playa del Carmen","Quintana Roo",77712,019848039057,019848039058,019848039084,,Soriana
1,171,Cuautlitlán,"Calzada Guadalupe",301,Cerrito,Cuautitlán,"Edo. de México",54800,015558728614,015558728029,015558727890,,MercadoSoriana
1,172,"Lázaro Cárdenas","Av. Tulipanes",548,"Unidad 7.4","Lázaro Cárdenas",Michoacan,60950,017535379496,017535379497,017535379498,,MercadoSoriana
1,173,Cunduacán,"Carretera Juárez Chiapas a 2 Bocas Paraíso",S/N,Tlajomulco,Cunduacán,Tabasco,86690,019143362195,019143362160,019143362159,,MercadoSoriana
1,174,Nichupté,"Super manzana 512 y manzana 16","lote 1",,Cancún,"Quintana Roo",77500,019988478410,019988478411,019988478412,,Soriana
1,175,"Río Mayo","Ave. Río Mayo",6001,"Lomas de Jeréz",León,Guanajuato,37538,014771486706,014771486707,014771486708,,Soriana
1,176,"Santo Tomás","Blvd. Matamoros Torreón",2555,"Valle Hermoso",Matamoros,Coahuila,27440,018711823477,018711823478,018711823479,5176111,MercadoSoriana
1,177,"Santa Fe","Av. Las Américas esq. Blvd. Tegucigalpa",S/N,"Hacienda Santa Fé","Tlajomulco de Zúñiga",Jalisco,45655,013311896701,013311896704,,,MercadoSoriana
1,178,Irapuato,"Blvd. Gustavo Díaz Ordaz",1016,Centro,Irapuato,Guanajuato,36500,014626930804,014626930810,,,MercadoSoriana
1,179,"Lagos de Moreno","Blvd. Orozco y Jiménez",S/N,"Colinas de San Javier","Lagos de Moreno",Jalisco,47463,014744032866,014744032868,014744032869,,MercadoSoriana
1,180,"San Vicente","Carretera Mexico-Texcoco Km. 29",S/N,"Cabecera Municipal","San Vicente Chicoloapan","Edo. de México",56370,015559217918,,,,MercadoSoriana
1,181,Ampliación,"Av. Monterrey",7000,"Ampliación Unidad Nacional","Cd. Madero",Tamaulipas,89510,018331265916,018331265917,018331265918,018331265919,Soriana
1,182,"Ramos Arizpe","Carretera Monterrey-Saltillo Km 11.5",s/n,Centro,"Ramos Arizpe",Coahuila,27900,018444903068,018444903069,018444903070,,MercadoSoriana
1,183,"San Pedro de las Colonias","Torreón-San Pedro",58,"Tierras del Ejido el Ancóra","San Pedro de las Colonias",Coahuila,27800,018727727649,018727727650,018727727652,,MercadoSoriana
1,184,Cortazar,"Av. Casuarinas","101 pt",Alameda,Cortazar,Guanajuato,38359,014111190013,014111190014,,,MercadoSoriana
1,185,Frontera,"Blvd. San Buena Aventura entre calle Progreso",105,"10 de Mayo",Frontera,Coahuila,25660,018666346445,018666346806,018666350081,,Soriana
1,186,Paraíso,"Carretera Federal Paraíso Km 117 +360",s/n,"Villa Puerto Ceiba Paraíso",Tabasco,Tabasco,86600,019333334954,019333334955,019333334956,,MercadoSoriana
1,187,"La Cuesta","Av. Tecnológico",5311,"La Cuesta","Cd. Juárez",Chihuahua,32650,016566379874,016566379875,016566379876,016566379877,Soriana
1,188,Cofradías,"Ave. Huehuetoca",s/n,"Claustos de San Miguel","Cuautitlán Izcalli","Edo. de México",54715,015558899880,015558899881,015558899882,,Soriana
1,189,Insurgentes,"Boulevard Instituto Tecnólogico Km24",S/N,"Insurgentes Norte",Minatitlán,Veracruz,96710,019222417545,019222417546,019222417547,,MercadoSoriana
1,190,Centenario,"Boulevard Miguel Alemán",117,"Ricardo Flores Magon","Gomez Palacio",Durango,35000,018717502024,018717502466,,,Soriana
1,191,Talleres,"Av. Puerto Juárez",s/n,"Super Manzana 209 Mza 1 lote 2903",Cancún,"Quintana Roo",77500,019981464058,019981464059,019981464060/64,,MercadoSoriana
1,192,"La Asunción","Siglo XXI",2302,"Villa de Nuestra Señora de la Asunción",Aguascalientes,Aguascalientes,20126,014491588765,014491588766,,,MercadoSoriana
1,193,Tangamanga,"Av. Santos Degollado esq.con Av. Jesús Goytortua",229-A,FraccionamientoTangamanga,"San Luis Potosí","San Luis Potosí",78129,014441623116,,,,Soriana
1,194,Rosales,"Blvd. Centenario",705,Centro,"Los Mochis",Sinaloa,81200,016688174901,016688174902,016688174903,,Soriana
1,195,"14 Sur","Prolongación 14 Sur",1130,"ExHacienda de Chapulco",Puebla,Puebla,72590,012223112237,012223112260,012223112275/79,,MercadoSoriana
1,196,"La Sierra","Calzada Silvestre Terrazas",9001,"Ramón Reyes",Chihuahua,Chihuahua,31410,016144189698,,,,MercadoSoriana
1,197,"Sendero Toluca","Paseo Tolloacan",55,"Parque Industrial Lerma",Lerma,"Edo. de México",5000,017223278141,017223278142,017223278133,017223278140,Soriana
1,198,Aviación,"Av.  Aviación",s/n,"La Mojonera",Zapopan,Jalisco,45150,013338364930,013338364939,,,Soriana
1,199,Calafia,"Blvd. Adolfo López Mateos",1100,"Zona Industrial",Mexicali,"Baja California",21000,016865572428,016865571071,016865574103,,Soriana
1,200,Colín,"Prolongación Toltecas",4,"Los Reyes de Ixtacala",Tlalnepantla,"Edo. de México",54000,015516659000,015516659002,015516659003,,MercadoSoriana
1,201,"Las Villas","Blvd. Nuevo Hidalgo Km 7+ 100",S/N,"Rancho La Colonia",Pachuca,Hidalgo,42080,017717107583,017717107316,017717107694,,MercadoSoriana
1,202,Otay,"Rampa Aeropuerto",16000,Produsa,Tijuana,"Baja California",22390,016646238217,016646238283,,,Soriana
1,203,"San Roque","Av. Eloy Cavazos",101,,"Villa Benito Juárez","Nuevo León",67289,018183299000,Ext5203111,,,Soriana
1,204,"Tres Ríos","Blvd. Universitarios","433 Pt","Desarrollos Tres Ríos",Culiacán,Sinaloa,80027,016677532880,016677536886,016677537498,,Soriana
1,205,Huehuetoca,"Blvd. Huehuetoca Jorobas",S/N,Saltillo,Huehuetoca,"Edo. de México",54680,015939180096,015939180771,015939180248,,MercadoSoriana
1,206,Hermosillo,"Periférico Oriente",1274,Perisur,Hermosillo,Sonora,83290,016622503739,016622504364,016622504480,,Soriana
1,207,Tecomán,"Av. Playa de la Manzanilla",81,Bugambilias,Tecomán,Colima,28190,013133247592,013133246981,013133248807,,MercadoSoriana
1,208,"Plaza Morelia","Av. Camelinas",5030,"Jardines del Rincón",Morelia,Michoacan,58270,014433339821,014433339823,014433339825,,Soriana
1,209,Acámbaro,"Ave. 1ero. Mayo",1652,"San Isidro",Acámbaro,Guanajuato,38670,014176098338,014176098339,014176098340,,MercadoSoriana
1,210,Alamedas,"Ave. Alamedas",69,"Zona Industrial. Izcalli del Valle",Tultitlán,"Edo. de México",54940,015516655754,015516655755,015516655759,,MercadoSoriana
1,211,"Sendero Querétaro","Av. Revolución",99,"El Sol",Querétaro,Queretaro,76113,014422204268,014422204216,014422204274,,Soriana
1,212,Landin,"Porfirio Luis Echeverría",s/n,Landin,Saltillo,Coahuila,25070,018441113140,018441113143,,,MercadoSoriana
1,213,"Playa de Oro","Francisco Medina Asencio",2735,"Zona Hotelera","Puerto Vallarta",Jalisco,48310,013222211585,013222213300,013222213320,,SupermercadoSoriana
1,214,Tizayuca,"Juárez Sur",39,"Barrio Atempa",Tizayuca,Hidalgo,43800,017791008152,017791008153,017791008154,,MercadoSoriana
1,215,Texcoco,"Ave. Blvd.Dr. Jiménez Cantu y Barranquilla",,"El Ahuehuete",Texcoco,"Edo. de México",56158,015959557764,015959557744,015959557736,,MercadoSoriana
1,216,Tultitlán,"Blvd. Tultitlán",200,"Barrio de los Reyes",Tultitlán,"Edo. de México",54900,015522393965,015522393967,015522393968,,MercadoSoriana
1,217,Abastos,"Ave. Patria , Esq. Blvd. Luis F. Molina",3140,"Lazaro Cárdenas",Culiacan,Sinaloa,80290,016677271826,016677271845,016677271646,,Soriana
1,218,"Río Sonora","Blvd. Paseo Río Sonora Nte.",128,"Proyecto Río Sonora",Hermosillo,Sonora,83270,016622136195,016622136681,016622136836,,Soriana
1,219,Tapachula,"Blvd. Díaz Ordaz",182,Coapante,Tapachula,Chiapas,30740,019621184062,019621184063,019621184064,,MercadoSoriana
1,220,"Rancho Viejo","Av. Niños Héroes",s/n,"Región 233 Mza 8 Lote 1","Benito Juárez","Quintana Roo",77510,019988932431,019988932438,019988932441,,MercadoSoriana
1,221,"Quinta Real","Av. Constituyentes Esq. Blvd. Casa Blanca",,"Fracc. Casa Blanca",Matamoros,Tamaulipas,,018688456258,018688456259,018688456260,,Soriana
1,222,Atizapán,"Carretera Progreso Industrial",s/n,"Exhacienda Pedregal Atizapán","Atizapán de Zaragoza","Edo. de México",52900,015558224680,015558224682,015558224736,,MercadoSoriana
1,223,"Sendero Saltillo","Carretera Los González",365,"Fraccionamiento ExHacienda Los Cerritos",Saltillo,Coahuila,25203,018444318161,018444318162,018444318163,,Soriana
1,224,Providencia,"Blvd. Vicente Suárez",1011,Cristo,Puebla,Puebla,72340,012222138880,,,,MercadoSoriana
1,225,"Los Olivos","Ave. Baja California",148,"Fracc. San Agustín Atlapulco",Chimalhuacan,"Edo. de México",56330,015526429674,015526429808,015526429899,,MercadoSoriana
1,226,"Camino Real","Camino a Sauceda de la Borda esq. Calle de Derecho",S/N,Spaguaz,"Cd. Guadalupe",Zacatecas,98615,014929234382,014929235682,014929236238,,MercadoSoriana
1,227,Ermita,"Ermita Iztapalapa Esq. Ave. Cuauhtémoc",S/N,"Santa Martha Acatitla","Distrito Federal","Distrito Federal",9510,015557329006,015557329076,015557329020,,MercadoSoriana
1,228,"Sendero Lincoln","Av. Lincoln",4001,"Puerta de Hierro",Monterrey,"Nuevo León",64461,018183299000,Ext5228126,,,Soriana
1,229,"El Real","Av. Torreón Esq. Periferico Paseo de la República",1001,"El Realito",Morelia,Michoacan,,014432991760,014432991764,014433597395,Ext5229111,MercadoSoriana
1,230,Pátzcuaro,"Libramiento Ignacio Zaragoza esq. Prolongación Libertad",233,Centro,Pátzcuaro,Michoacan,61601,014343422946,014343423139,014343424092,Ext5230111,MercadoSoriana
1,231,"Las Américas","Blvd. Las Américas",114,"Colinas del Sur",Querétaro,Queretaro,76900,014422222396,,,,MercadoSoriana
1,232,Borlaug,"Av. Dr. Norman E. Bourlong Entre CTM y 400",7301,"Fracc. Hacienda del Sol","Cd. Obregón",Sonora,85050,016441202745,016441202753,,5232111,MercadoSoriana
1,233,"La Capilla","Prolo.Zaragoza Entre Autopista Queretaro Celaya",280,Ensueño,Queretaro,Queretaro,76178,014422156334,,,5233111,Soriana
1,234,Anáhuac,"Calzada Anáhuac",1301,"Fracc.Villa Residencial Casa Magna",Mexicali,"Baja California",21354,016868382239,016868382286,016868382293,,Soriana
1,235,Héroes,"Av. 20 Noviembre",,"Super Manzana 215 y Manzana 1 Lote 157",Cancún,"Quintana Roo",97500,019982082071,019982080294,019982080366,,MercadoSoriana
1,236,Iguala,"Carretera Iguala Taxco Km 2+120",S/N,"Ampliación San José",Iguala,Guerrero,40050,017331106698,017331106693,017331106636,,MercadoSoriana
1,237,Portales,"Calzada Luis Echeverría Álvarez",,,Saltillo,Coahuila,,018444343287,018444347150,,,MercadoSoriana
1,238,"Plaza Fiesta Anáhuac","Ave. Manuel L. Barragán Esq. Ecatepec",S/N,Anáhuac,"San Nicolás de los Garza","Nuevo León",,018183299000,Ext5238119,Ext5238126,Ext5238111,SupermercadoSoriana
1,239,"Cd. Hidalgo","Blvd. Adrián Peña Soto",3,Centro,Michoacan,Michoacan,,017861564201,,,,MercadoSoriana
1,240,Galerías,"Blvd. Uriangato",240,"La Joyita",Uriangato,Guanajuato,,014454532662,014454532663,014454532664,014454532662,MercadoSoriana
1,241,"Sendero Apodaca","Ave. Concordia y antiguo camino a Sta. Rosa",,Ebanos,Apodaca,"Nuevo León",,018183299000,Ext5241119,Ext5241126,Ext5241111,Soriana
1,242,"Sendero Juárez","Av. las Torres y Av. Gómez Morín",,,"Cd. Juárez",Chihuahua,,016566663382,016566663385,,,Soriana
1,243,"La Aurora","Carretera Torreón-San Pedro Km 3.7 con entronque a La Unión",1005,"Rincón de San Ángel",Torreón,Coahuila,27105,018717508496,018717526276,,,SupermercadoSoriana
1,244,"Sendero Ecatepec","Carr. México-Tepexpan esq. Los Reyes Texcoco",8,"San Isidro Atlautenco","Ecatepec de Morelos","Edo. de México",55064,015559314108,015524860044,015524860279,,Soriana
1,245,"Sendero Mérida","14 Circuito Colonias por 19 y 20",,Chuminopolis,Mérida,Yucatán,97158,019991881001,019991881002,019991881003,,Soriana
1,246,"Sendero Acapulco","Carretera Puerto Márquez",,"Las Cruces",Acapulco,Guerrero,,017444061395,017444061396,017444061397,017444061398,Soriana
1,247,"Paseo La Joya","C. Fco. I Madero entre Tlaltepan  y José Ma. Morelos",,,Cuautitlán,"Edo. de México",,015526203431,015526204010,015526204913,015526204890,Soriana
1,248,"Chapultepec 1200","Av. Chapultepec",1200,"Fraccionamiento Alpes","San Luis Potosí","San Luis Potosí",,014442100302,014442100304,014442100305,014442100306,SupermercadoSoriana
1,249,"Plaza Diez","Ave. Cerdán entre Calle 10 y 11",S/N,,Guaymas,Sonora,,016222240396,016222240415,016222240420,016222240452,MercadoSoriana
1,250,Mixcoac,"Miguel Angel",170,"Mixcoac delg. Benito Juarez",Mexico,"Distrito Federal",3910,015555634800,015555634483,015555634484,,Soriana
1,251,"La Viga","Calz. la Viga",1805,Mexicaltzingo,Mexico,"Distrito Federal",9080,015555825155,015555829234,015556977487,015555813681,Soriana
1,252,Polanco,"Av. Ejército Nacional",769,"Nueva Granada del. Miguel Hidalgo",Mexico,"Distrito Federal",11520,015591260960,,,,Soriana
1,253,Cuitláhuac,"Av. Cuitláhuac",372,"Sector Naval del Azcapotzalco",México,"Distrito Federal",2800,015553544280,015555561609,015555561600,,Soriana
1,254,"Division Nte.","Av. Municipio Libre",314,"Nueva Santa Cruz Atoyac",Mexico,"Distrito Federal",3310,015556885420,015556885588,,,Soriana
1,255,"La Villa","Calz. de Guadalupe",192,"Vallejo Delg. Gustavo A Madero",Mexico,"Distrito Federal",7870,015555376195,015555376196,015555376197,,Soriana
1,256,Altares,"Ave. Xolot entre Templo de Mitla y Fracción Segunda",S/N,"Valle del Marqués",Hermosillo,Sonora,,016622374363,016622374364,,,SupermercadoSoriana
1,257,Tacubaya,"José Morán esquina P.A. de los Santos",3,"San Miguel Chapultepec",Mexico,"Distrito Federal",11980,015555158814,015555158815,015555158816,,Soriana
1,258,"Lomas Verdes","Colina de la Paz",25,"Lomas Verdes",Naucalpan,"Edo. de México",53120,015553747890,,,,Soriana
1,259,Tlálpan,"Calz. de Tlalpan",2050,"Campestre Churubusco",Mexico,"Distrito Federal",4200,015555448500,,,,Soriana
1,260,Echegaray,"Gustavo Baz",250,"Bosques de Echegaray",Naucalpan,"Edo. de México",53310,015553736844,015553736848,015553736874,,Soriana
1,261,Rosario,"Lázaro Cárdenas",1341,"Unidad del Rosario",México,"Distrito Federal",2430,015553824143,015553824922,,,Soriana
1,262,Iztapalapa,"Calz. Ermita Iztapalapa",1863,"Los Ángeles",México,"Distrito Federal",9830,015556121611,,,,Soriana
1,263,Campestre,"Puerta de Oro Del Bajío",203,"Jardines de Celaya",Celaya,Guanajuato,38080,014616134034,014616134126,014616134238,,Soriana
1,264,"Miguel Alemán","Prol. Madero Oriente",4422,Libertad,Monterrey,"Nuevo León",67130,018183299000,Ext5264119,Ext5264126,Ext5264111,Soriana
1,265,Colón,"Av. Colón pte.",790,Centro,Monterrey,"Nuevo León",64000,018183726175,018183299000,Ext5265,N/A,SorianaExpress
1,266,"Fidel Velázquez","Av. Fidel Velazquez y Rio Sena",2401,Federal,Monterrey,"Nuevo León",64120,018183734260,018183734416,018183299000,018183734312,Soriana
1,267,Constituyentes,"Ejército Republicano",148,"Plaza de las Américas",Querétaro,Queretaro,76040,014422235630,014422130011,014422130851,,Soriana
1,268,Aragón,"Av. Central",263,"Fracc. Valle de Aragón",Ecatepec,"Edo. de México",55780,015557803550,015557803781,015557803891,,Soriana
1,269,Zaragoza,"Calz. Ignacio Zaragoza",1886,"Juan Escutia Del. Iztapalapa",México,"Distrito Federal",9100,015557451251,015557454631,015557452666,,Soriana
1,270,Abasolo,"Av. Luis Echeverría",1032,Guanajuato,Saltillo,Coahuila,25280,018444162756,018444160600,018444160660,,Soriana
1,271,Metepec,"Leona Vicario esq. Guadalupe Victoria",916,"Plaz de las Americas Metepec",Toluca,"Edo. de México",52140,017222702333,017222193087,017222193113,,SupermercadoSoriana
1,272,Coapa,"Calz. de Acoxpa",1666,"Ejidos de Villa Coapa",México,"Distrito Federal",14390,015555948099,015555949134,015555949169,,Soriana
1,273,"Santa Cecilia","Av. Abraham Lincoln pte.",5000,"Villas de Santa Cecilia",Monterrey,"Nuevo León",64150,018183299000,Ext5273119,Ext5273126,Ext5273111,Soriana
1,274,"Acapulco Costera","Costera Miguel Alemán",240,"Fracc. Hornos",Acapulco,Guerrero,39350,017444696160,,,,Soriana
1,275,"Galerías Mty.",Insurgentes,3911,"Colinas de San Jerónimo",Monterrey,"Nuevo León",64630,018183299000,Ext5275119,Ext5275126,Ext5275111,Soriana
1,276,"La Luna","Av. La Luna Nichupté y Kondulich","Mza 1","Super Manzana 49",Cancún,"Quintana Roo",77533,019988481456,019988481447,019988481311,,SupermercadoSoriana
1,277,"San Mateo","Alcanfores esq. Av. de las Torres",61,"Fracc. Jardines de San Mateo",Naucalpan,"Edo. de México",53240,015553630526,015553631151,015553631747,,Soriana
1,278,Ánimas,"Blvd. Atlixco",3154,"Las Ánimas",Puebla,Puebla,72400,012222300900,012222300909,012222300919,,Soriana
1,279,Eugenia,"Eugenia  esq. Gabriel Mancera",901,"Del Valle",México,"Distrito Federal",3100,015556695090,015556695091,015556695092,,SupermercadoSoriana
1,280,Silao,"Av. 5 de Mayo",s/n,"Fraccionamiento La Joyita",Silao,Guanajuato,36130,014727232196,014727232197,014727225417,,Soriana
1,281,"Peri Norte","Carretera Mexico-Queretaro KM. 30.5",,"Fracc. Haciendas del Parque",Cuatitlan,"Edo. de México",54769,015558939483,015558939484,015558939485,,Soriana
1,282,"Sol Tuxtla Gutiérrez","Avenida 5 Norte Poniente",2650,"1ero. de Mayo esq. Libramiento Norte","Tuxtla Gutiérrez",Chiapas,29000,019611251641,019611251642,019611251643,,Soriana
1,283,"San Miguel de Allende","Carretera a Querétaro Km 1",,"Casco de Landeta","San Miguel de Allende",Guanajuato,37700,014151204711,,,,SupermercadoSoriana
1,284,Torriello,"Calz. de Tlálpan",4515,"Toriello Guerra delegación Tlálpan",México,"Distrito Federal",,015554244311,015554245282,015554245669,,SupermercadoSoriana
1,285,"Vía Morelos","Av. Vía Morelos esq. Av. Industrias",S/N,"Santa Clara Cuatitla entre Av. Industrial y Via Morelos",Ecatepec,"Edo. de México",54190,015557749337,015557749442,015557749488,,MercadoSoriana
1,286,"El Salado","Calz. Ignacio Zaragoza esq. a Salazar",3254,"La Colmena",Mexico,"Distrito Federal",9520,015557337621,015557337690,015557337800,,Soriana
1,287,Apizaco,"Barberan U. Collar",306,"San Martín Centro",Apizaco,Tlaxcala,90300,012414171774,012414172190,012414172819,,Soriana
1,288,"Plaza del Valle","Av. Universidad",139,Candiani,Oaxaca,Oaxaca,68130,019515148045,019515148091,019515148124,,MercadoSoriana
1,289,"Espacio Tlaquepaque","Carretera Chapala",3221,"El Tapatío",Tlaquepaque,Jalisco,45580,013336590127,013336590124,,,SupermercadoSoriana
1,290,"Lomas Virreyes","Águilas y Seijas",5,"Lomas Virreyes",Mexico,"Distrito Federal",111000,015555203901,015555203143,,,SupermercadoSoriana
1,291,Atzoacalco,"Fernando Amilpa",80,"C.T.M. Atzacoalco",Mexico,"Distrito Federal",7090,015557153231,015557690817,,,SupermercadoSoriana
1,292,Piramide,"Blvd. de los Aztecas esq. Tonathiuh",S/N,"Ciudad Azteca",Ecatepec,"Edo. de México",55120,015557747436,015557753125,015557787822,,SupermercadoSoriana
1,293,Río,"Av. Solidaridad",350,"Lexis Ireta",Morelia,Michoacan,,014433133857,014433133865,014433133901,,Soriana
1,294,Floresta,"Paseo de la Armada",450,Floresta,Veracruz,Veracruz,,012299358982,012299359562,012299359564,,Soriana
1,295,"Centro Histórico","Calzada Madero",115,Centro,Oaxaca,Oaxaca,68000,019515144519,019515148005,019515148172,,MercadoSoriana
1,296,"Colegio Militar","Heroico Colegio Militar",1010,Reforma,Oaxaca,Oaxaca,68050,019515157466,019515134314,019515134320,,MercadoSoriana
1,297,"Calle Real","Madero y Oriente",61,Centro,Orizaba,Veracruz,94300,012727261783,012727261817,012727254988,,MercadoSoriana
1,298,"Plaza Inn","Guillermo Valle No. 66",,Centro,Tlaxcala,Tlaxcala,,012464625100,,,,MercadoSoriana
1,299,Centro,"Av. Juárez",231,Centro,Toluca,"Edo. de México",50000,017222151030,,,017222159400,MercadoSoriana
1,300,Miramontes,"Av. Canal de Miramontes",2600,"Exhacienda San Antonio Coapa",México,"Distrito Federal",4850,015556844651,015556844894,015556846169,,Soriana
1,301,Tepeyac,"Av. Patria  y Cloutier",5505,"Prados Tepeyac",Zapopan,Jalisco,45050,013336289994,013336282061,,,Soriana
1,302,"Plaza Universidad","Pablo Neruda",4341,"Villa Universitaria",Zapopan,Jalisco,45110,013336100876,013336101617,,013336101425,SupermercadoSoriana
1,303,"El Sauz","Av. Patria esq. Colón",2825,"El Sauz",Zapopan,Jalisco,44520,013336453434,013336450509,013336456527,,MercadoSoriana
1,304,"Plaza Guadalupe","Av. Nicolás Copérnico",2831,"Residencial Guadalupe",Zapopan,Jalisco,45020,013336286007,013336286135,013336285111,,SupermercadoSoriana
1,305,Tlaquepaque,"Av. Niños Héroes",242,"Prados del Nilo",Tlaquepaque,Jalisco,45500,013336353519,,,,SupermercadoSoriana
1,306,Zapotlán,"Ing. Alberto Cárdenas Jiménez",565,Centro,"Zapotlán el Grande",Jalisco,49000,013414130044,013414131940,013414133219,,MercadoSoriana
1,307,"San Marcos","Av. Convención esq. Fundición",S/N,"Fracc. San Cayetano",Aguacalientes,Aguascalientes,20010,014499142239,014499142266,014499142283,,Soriana
1,308,"Cruz Sur","Av. Cruz del sur",3689,"Residencial Loma Bonita",Zapopan,Jalisco,44509,013336348992,013336349052,013336349061,,SupermercadoSoriana
1,309,Gavilanes,"Blvd. López Portillo",S/N,"Dependencias Federales",Guadalupe,Zacatecas,98600,014929231590,014929231940,014928992021,,SupermercadoSoriana
1,310,Tepic,"Camino Viejo al Tecolote",89,Centro,Tepic,Nayarit,63137,013112130069,013112134093,013112100621,,SupermercadoSoriana
1,311,"Gobernador Curiel","Av. Gobernador Curiel",4832,Miravalle,Tlaquepaque,Jalisco,44990,013336707117,013336707121,013336707124,,Soriana
1,312,"Plaza Sol","Centro Comercial Plaza del Sol",,"Ciudad del Sol",Zapopan,Jalisco,45050,013336473021,013331211320,013331211613,,Soriana
1,313,"Américas Gdl.","Av. Américas",848,"Del Contry",Guadalajara,Jalisco,44210,013336423985,013336413311,013336413312,,Soriana
1,314,Calzada,"Calz. Independencia Norte, Sector Libertad",362,"La Perla",Guadalajara,Jalisco,44330,013336178583,013336178612,013336189567,,SorianaExpress
1,315,"Rosas Gdl.","Av. Adolfo López Mateos Sur",1952,Chapalita,Zapopan,Jalisco,45080,013331227465,013331227516,013336477580,,SupermercadoSoriana
1,316,"Pablo Neruda","Pablo Neruda",2954,Providencia,Guadalajara,Jalisco,44630,013336417721,013336423060,013336427255,,SupermercadoSoriana
1,317,Belenes,"Av. de Maíz",1300,"Santa Margarita",Zapopan,Jalisco,45130,013336337606,013336337995,013336338306,,Soriana
1,318,Oblatos,"Av. Circunvalación",2700,"Circunvalación Oblatos",Guadalajara,Jalisco,44700,013336442131,013336442578,013336447979,,Soriana
1,319,"Bosque Gdl.","Av. Niños Héroes",2546,"Jardines del Bosque",Guadalajara,Jalisco,44520,013331217561,013331217773,013331219607,,SupermercadoSoriana
1,320,Tolsa,"Av. Niños Héroes",1506,Moderna,Guadalajara,Jalisco,44520,013338257138,013338257607,013338257868,,SupermercadoSoriana
1,321,Circunvalación,"Av. Circunvalación Norte entre Fco. Lizardi y Normalistas",415,Miraflores,Guadalajara,Jalisco,44810,013338241100,013338248068,013338248550,,Soriana
1,322,Palomar,"KM. 3.5 Carretera Guadalajara-Morelia",,"El Palomar, sección Jockey Club","Tlajomulco de Zúñiga",Jalisco,45643,013336843086,013336843342,013336843598,,SupermercadoSoriana
1,323,Terranova,Terranova,2929,Terranova,Guadalajara,Jalisco,44689,013336420101,013336420108,013336425202,,SupermercadoSoriana
1,324,Juárez,"Av. Juárez",573,"Zona Centro",Guadalajara,Jalisco,,013336134006,013336136396,013336136734,,SupermercadoSoriana
1,325,"Plaza Camichines","Carretera cuota Guadalajara Zaplotanejo",1351,Camichines,Tlaquepaque,Jalisco,,013336001990,013336000172,013336000300,,MercadoSoriana
1,326,"San Jorge",Homero,51,"Vallarta San Jorge",Guadalajara,Jalisco,,013336478063,013336478713,013336471720,,SupermercadoSoriana
1,327,"Plaza Caracol","Carretera Aeropuerto KM. 2.5",,"Fracc. Los Tules","Puerto Vallarta",Jalisco,,013222244060,013222244061,013222244062,,Soriana
1,328,Chapalita,"San Ignacio",33,Chapalita,Zapopan,Jalisco,45020,013331227730,013331227731,,,SupermercadoSoriana
1,329,"El Toreo","Av. Rafael Balbuena esq. Toreo",103,"El Toreo",Mazatlan,Sinaloa,82120,016699836198,016699861504,016699862774,,Soriana
1,330,Tránsito,Alcalde,3555,"Santa Elena Alcalde",Guadalajara,Jalisco,44220,013338237780,013338248050,013338248051,,MercadoSoriana
1,331,Patria,"Prolongación Av. Américas",1950,"Centro Comercial Plaza Patria",Zapopan,Jalisco,,013336410616,013336410386,013336410910,,Soriana
1,332,Águilas,"Juan Kepler y López Mateos Sur",3553,"Las Arboledas",Zapopan,Jalisco,45080,013336323417,,,,Soriana
1,333,"Torres Gdl.","Av. 8 de Julio",1896,Morelos,Guadalajara,Jalisco,,013338115416,013338115468,013338119444,,Soriana
1,334,"Justo Sierra","Av. Fco. López Montejano",1400,"Jardines del Valle",Mexicali,"Baja California",21270,016865667691,016865661366,016865662910,,SupermercadoSoriana
1,335,"Villa Fontana",Universidad,1700,"Conjunto Urbano Universitario",Mexicali,"Baja California",21180,016865562203,016865562201,016865562205,,SupermercadoSoriana
1,336,Transpeninsular,"Carretera Transpeninsular",100,"Carlos Pacheco",Ensenada,"Baja California",22890,016461762677,016461764385,016461205950,,Soriana
1,337,"Tijuana 5 y 10","Blvd. Lázaro Cárdenas",405,"Las Brisas",Tijuana,"Baja California",22115,016646276628,,,,MercadoSoriana
1,338,"Río Tijuana","Blvd. Sánchez Taboada",1600,"Zona del Río",Tijuana,"Baja California",22000,016646340278,016646340277,016646340266,,SupermercadoSoriana
1,339,Misión,"Av. Reforma",1122,Ulbrich,Ensenada,"Baja California",22830,016461771800,016461771801,016461771802,,Soriana
1,340,"San Luis Potosí","Carretera Central Frente a Glorieta Juárez",S/N,,"San Luis Potosí","San Luis Potosí",78436,014448166922,014448165148,014448165173,,Soriana
1,341,Fundidora,"Calzada Madero Oriente",1515,"Terminal Zona Centro",Monterrey,"Nuevo León",64020,018183299000,Ext5341,,,SupermercadoSoriana
